year,period,company_name,company_code,company_type,company_status,salary_debt_changes,salary_debt_mark,salary_average_changes,salary_average_mark,financial_outturn_sales_percent,financial_outturn_sales_mark,financial_outturn_profit_percent,financial_outturn_profit_mark,financial_outturn_revenue_to_budget_percent,financial_outturn_revenue_to_budget_mark,financial_outturn_revenue_to_state_shareholder_percent,financial_outturn_revenue_to_state_shareholder_mark,financial_outturn_capital_investments_percent,financial_outturn_capital_investments_mark,profit_changes,profit_mark,covering_coefficient_end,covering_coefficient_mark,firmness_coefficient_end,firmness_coefficient_mark,solvency_coefficient_end,solvency_coefficient_mark,amortization_end,amortization_mark,audition_result,audition_mark,total_mark,final_assessment
2019,9,"ДП ""НАЕК ""Енергоатом""",24584661,ДП,працює,0.0,2.0,141.3,1.0,87.9,0.0,161.5,1.0,100.0,1.0,0.0,0.0,95.9,0.0,205.6,5.0,1.23,1.0,3.12,1.0,0.59,1.0,68.51,1.0,,0.0,14.0,ефективна
2019,9,"Державне підприємство ""Чорнобильпроменергобуд""",25301719,ДП,працює,0.0,2.0,103.5,1.0,102.3,1.0,102.9,1.0,162.3,1.0,0.0,0.0,61.1,0.0,150.0,5.0,7.55,1.0,0.85,0.0,0.11,0.0,80.38,0.0,,0.0,12.0,ефективна
2019,9,"Державне підприємство ""Смоли""",30168850,ДП,працює,100.0,0.0,105.3,1.0,56.3,0.0,0.0,0.0,100.0,1.0,0.0,0.0,30.1,0.0,93.3,3.0,0.68,0.0,-0.21,0.0,-0.21,0.0,90.16,0.0,,0.0,5.0,неефективна
2019,9,"ДП ""ОС ""МАСМА-СЕПРО""",31107102,ДП,працює,0.0,2.0,105.5,1.0,77.7,0.0,43.8,0.0,70.5,0.0,0.0,0.0,0.0,0.0,184.2,5.0,8.65,1.0,13.82,1.0,0.93,1.0,85.13,0.0,,0.0,11.0,задовільна
2019,9,"Державне підприємство ""Бар'єр""",31330051,ДП,працює,157.2,0.0,102.3,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.8,0.0,0.04,0.0,-0.62,0.0,-1.11,0.0,59.31,1.0,,0.0,2.0,неефективна
2019,9,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""МИРНОГРАДВУГІЛЛЯ""",32087941,ДП,працює; перебуває у процедурі реорганізації,71.4,1.0,117.3,1.0,70.0,0.0,157.8,1.0,100.0,1.0,0.0,0.0,166.4,1.0,66.7,3.0,0.12,0.0,-0.86,0.0,-2.14,0.0,65.52,1.0,,0.0,9.0,задовільна
2019,9,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ПЕРВОМАЙСЬКВУГІЛЛЯ""",32320594,ДП,працює; перебуває у процедурі реорганізації,109.4,0.0,115.3,1.0,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,1.0,93.3,3.0,0.19,0.0,-0.7,0.0,-1.87,0.0,63.34,1.0,,0.0,6.0,неефективна
2019,9,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЛЬВІВВУГІЛЛЯ""",32323256,ДП,працює; перебуває у процедурі реорганізації,100.0,0.0,107.7,1.0,146.2,1.0,137.5,1.0,100.0,1.0,0.0,0.0,114.4,1.0,773.9,0.0,0.23,0.0,-0.67,0.0,-1.44,0.0,61.27,1.0,,0.0,6.0,неефективна
2019,9,"Державне підприємство ""Волиньвугілля""",32365965,ДП,працює; перебуває у процедурі реорганізації,196.4,0.0,126.3,1.0,39.1,0.0,0.0,0.0,38.6,0.0,0.0,0.0,109.1,1.0,276.7,0.0,0.05,0.0,-0.91,0.0,-7.75,0.0,87.22,0.0,,0.0,2.0,неефективна
2019,9,"ДП ""Регіональні електричні мережі""",32402870,ДП,працює; перебуває у процедурі банкрутства - розпорядження майном,58.7,1.0,111.6,1.0,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,127.7,0.0,0.77,0.0,-0.23,0.0,-0.29,0.0,95.4,0.0,,0.0,2.0,неефективна
